Order_ID,Date,Customer_ID,Customer_Age,Region,Country,Product_Category,Product_Name,Quantity,Unit_Price,Payment_Method
1032,2024-02-07,C9808,31,Africa,Nigeria,Furniture,Sofa,2,1330.98,Bank Transfer
1033,2024-05-25,C3584,46,Africa,Egypt,Clothing,Dress,9,22.19,Bank Transfer
1034,2024-12-05,C2697,26,NorthAm,USA,Electronics,Smartwatch,3,690.23,PayPal
1035,2024-06-24,C4335,61,NorthAm,Mexico,Food,Tea,1,18.31,Cash
1036,2024-05-21,C1722,18,NorthAm,USA,Clothing,T-Shirt,8,174.47,Cash
1037,2024-10-14,C1158,25,Europe,France,Sports,Football,6,478.53,PayPal
1038,2024-08-08,C3088,20,NorthAm,Canada,Electronics,Tablet,4,1427.72,Credit Card
1039,2024-06-30,C7658,57,Asia,China,Furniture,Table,7,134.7,Bank Transfer
1040,2024-07-29,C5065,35,Asia,Japan,Food,Chocolate,8,30.02,Cash
1041,2024-06-28,C6000,32,Asia,Japan,Furniture,Bookshelf,6,490.04,Credit Card
1042,2024-05-22,C6753,59,Africa,Nigeria,Sports,Basketball,1,118.81,Bank Transfer
1043,2024-04-01,C5349,20,Europe,Netherlands,Food,Tea,6,49.28,Credit Card
1044,2024-07-16,C4114,34,Europe,Spain,Electronics,Smartwatch,9,1436.34,PayPal
1045,2024-07-05,C8066,22,NorthAm,Mexico,Clothing,Jacket,5,161.99,Cash
1046,2024-06-16,C7592,62,NorthAm,Mexico,Furniture,Table,7,1030.9,Cash
1047,2024-12-12,C3851,57,Africa,Nigeria,Food,Cheese,1,37.35,PayPal
1048,2024-08-08,C6279,47,SouthAm,Argentina,Furniture,Desk,8,1211.23,PayPal
1049,2024-12-03,C2389,36,Africa,Egypt,Sports,Basketball,2,660.19,PayPal
1050,2024-12-10,C6085,32,Asia,China,Electronics,Smartphone,4,1971.08,Credit Card
1051,2024-08-21,C7790,58,Africa,South Africa,Food,Pasta,7,31.96,Credit Card
1052,2024-02-24,C7965,32,Asia,Thailand,Food,Chocolate,9,32.43,Credit Card
1053,2024-08-21,C3184,47,Africa,Egypt,Sports,Basketball,8,501.74,Cash
1054,2024-10-07,C8305,28,SouthAm,Argentina,Clothing,T-Shirt,5,234.43,Cash
1055,2024-11-16,C4919,35,SouthAm,Brazil,Clothing,T-Shirt,5,114.04,Credit Card
1056,2024-03-11,C3471,32,SouthAm,Chile,Furniture,Table,2,680.82,Bank Transfer
1057,2024-10-04,C8633,44,Europe,France,Food,Pasta,10,95.15,Credit Card
1058,2024-10-21,C7232,48,Europe,Italy,Clothing,Shoes,7,170.7,PayPal
1059,2024-09-06,C4595,35,SouthAm,Argentina,Electronics,Headphones,6,1403.97,Cash
1060,2024-03-25,C8657,26,Africa,Egypt,Electronics,Headphones,10,1215.91,Credit Card
1061,2024-02-12,C8022,26,SouthAm,Brazil,Electronics,Tablet,7,789.23,Cash
1062,2024-06-16,C6529,42,NorthAm,Canada,Clothing,Jacket,8,25.43,Credit Card
1063,2024-06-28,C4673,59,Europe,Germany,Electronics,Laptop,4,1710.61,PayPal
1064,2024-05-02,C3068,48,Europe,Netherlands,Furniture,Bookshelf,5,1173.66,PayPal
1065,2024-11-06,C2876,28,NorthAm,USA,Sports,Football,5,473.36,Cash
1066,2024-07-22,C4249,22,Africa,Egypt,Furniture,Chair,5,1290.41,Credit Card
1067,2024-10-16,C1672,40,Africa,Nigeria,Clothing,Jacket,9,201.31,Credit Card
1068,2024-08-03,C9031,24,SouthAm,Argentina,Food,Coffee,7,25.85,Bank Transfer
1069,2024-11-11,C9817,48,SouthAm,Argentina,Sports,Basketball,6,685.82,Credit Card
1070,2024-05-22,C8385,33,SouthAm,Chile,Sports,Yoga Mat,6,52.1,Bank Transfer
1071,2024-04-03,C8988,31,NorthAm,Canada,Clothing,Jeans,10,216.33,Bank Transfer
1072,2024-10-11,C1166,51,Asia,Japan,Furniture,Bookshelf,8,877.25,PayPal
1073,2024-12-19,C8800,59,SouthAm,Argentina,Electronics,Smartphone,5,598.87,PayPal
1074,2024-06-05,C7046,48,Africa,Egypt,Clothing,Shoes,9,112.62,Cash
1075,2024-05-18,C6023,34,Asia,Japan,Furniture,Sofa,2,1140.03,PayPal
1076,2024-04-08,C4545,65,SouthAm,Argentina,Sports,Bicycle Helmet,10,247.91,Credit Card
1077,2024-04-09,C5853,32,NorthAm,USA,Clothing,Jacket,9,55.44,Credit Card
1078,2024-01-28,C5786,62,Asia,South Korea,Electronics,Smartphone,10,711.81,Cash
1079,2024-08-13,C6582,29,Europe,Italy,Food,Chocolate,2,46.06,Credit Card
1080,2024-10-22,C1878,27,Asia,Thailand,Clothing,Jacket,4,53.17,Cash
1081,2024-11-06,C4697,51,SouthAm,Argentina,Food,Tea,10,99.1,Bank Transfer
1082,2024-10-18,C1986,57,Europe,France,Furniture,Sofa,2,319.88,PayPal
1083,2024-10-09,C2229,28,Europe,Spain,Food,Cheese,8,36.21,PayPal
1084,2024-05-27,C5632,62,SouthAm,Brazil,Furniture,Sofa,10,1025.66,PayPal
1085,2024-08-05,C2880,52,Asia,China,Clothing,T-Shirt,2,36.7,Bank Transfer
1086,2024-10-31,C5728,46,Europe,Spain,Clothing,Shoes,5,160.13,Cash
1087,2024-08-12,C2317,56,Europe,Spain,Clothing,Dress,5,27.24,PayPal
1088,2024-12-11,C1339,61,NorthAm,Mexico,Electronics,Laptop,8,1134.13,Cash
1089,2024-05-22,C3973,55,SouthAm,Chile,Food,Chocolate,8,41.32,Bank Transfer
1090,2024-06-13,C2713,28,NorthAm,Canada,Food,Tea,7,83.22,Credit Card
1091,2024-08-20,C2442,38,NorthAm,Canada,Electronics,Headphones,9,1684.87,Credit Card
1092,2024-12-02,C9889,47,SouthAm,Brazil,Furniture,Desk,6,971.69,Cash
1093,2024-11-16,C8242,21,Asia,India,Sports,Tennis Racket,5,367.35,Cash
1094,2024-03-03,C1472,58,Africa,South Africa,Furniture,Sofa,9,119.14,Cash
1095,2024-02-17,C4681,25,SouthAm,Brazil,Furniture,Bookshelf,5,812.42,Bank Transfer
1096,2024-07-31,C8905,48,Asia,South Korea,Sports,Tennis Racket,7,176.77,PayPal
1097,2024-02-05,C5526,44,NorthAm,Mexico,Clothing,Jacket,5,223.29,Cash
1098,2024-03-17,C8316,52,SouthAm,Argentina,Clothing,Dress,9,125.62,Bank Transfer
1099,2024-04-06,C4912,54,SouthAm,Brazil,Food,Chocolate,6,77.02,Cash
1100,2024-07-16,C3492,49,Europe,France,Sports,Bicycle Helmet,6,699.67,Cash
1101,2024-02-21,C9617,47,Europe,France,Food,Coffee,2,52.25,Bank Transfer
1102,2024-06-22,C7512,59,Europe,Italy,Sports,Yoga Mat,6,512.64,Cash
1103,2024-10-04,C1588,57,Europe,France,Clothing,T-Shirt,2,141.51,Credit Card
1104,2024-11-20,C2646,46,Asia,India,Electronics,Smartphone,6,1633.06,Bank Transfer
1105,2024-07-02,C7141,45,Asia,China,Sports,Yoga Mat,10,554.99,PayPal
1106,2024-03-28,C3868,23,Africa,Nigeria,Sports,Tennis Racket,8,732.88,PayPal
1107,2024-04-28,C8555,58,NorthAm,Canada,Clothing,Jacket,8,272.34,PayPal
1108,2024-02-07,C8237,40,Africa,Nigeria,Food,Tea,8,86.08,PayPal
1109,2024-07-15,C8916,24,Asia,South Korea,Sports,Basketball,10,257.82,Bank Transfer
1110,2024-01-12,C7484,35,Europe,Netherlands,Electronics,Smartwatch,8,1699.11,Bank Transfer
1111,2024-04-27,C6772,32,Asia,Thailand,Clothing,T-Shirt,2,272.95,Credit Card
1112,2024-06-07,C8222,20,Africa,Nigeria,Furniture,Chair,5,557.41,Cash
1113,2024-03-30,C4289,26,Africa,Nigeria,Sports,Bicycle Helmet,5,669.46,Bank Transfer
1114,2024-09-03,C5835,65,NorthAm,USA,Food,Chocolate,3,77.87,PayPal
1115,2024-12-12,C7511,53,NorthAm,USA,Food,Chocolate,5,58.29,Cash
1116,2024-07-07,C5295,55,SouthAm,Chile,Clothing,Jacket,4,152.01,Bank Transfer
1117,2024-11-08,C4626,59,Europe,Spain,Clothing,Shoes,2,59.14,Credit Card
1118,2024-06-04,C9071,25,Europe,France,Sports,Tennis Racket,7,379.31,Cash
1119,2024-10-27,C3531,44,Europe,Spain,Sports,Yoga Mat,5,55.19,Bank Transfer
1120,2024-04-21,C8264,46,Asia,India,Electronics,Tablet,9,1823.05,Bank Transfer
1121,2024-02-01,C7523,35,Asia,Japan,Food,Chocolate,4,67.75,Credit Card
1122,2024-01-26,C6464,33,Asia,Thailand,Furniture,Chair,9,390.02,PayPal
1123,2024-04-29,C6383,27,Africa,South Africa,Clothing,T-Shirt,3,171.26,PayPal
1124,2024-02-26,C1422,26,Europe,Italy,Furniture,Desk,6,122.09,Bank Transfer
1125,2024-01-27,C3076,65,SouthAm,Chile,Electronics,Smartphone,8,1006.9,Bank Transfer
1126,2024-09-19,C2786,46,Africa,South Africa,Sports,Football,9,262.26,Credit Card
1127,2024-02-01,C8847,43,SouthAm,Chile,Electronics,Headphones,8,332.28,Credit Card
1128,2024-06-13,C3430,22,Asia,India,Sports,Bicycle Helmet,9,578.36,Cash
1129,2024-11-01,C9692,36,SouthAm,Chile,Sports,Yoga Mat,2,640.68,Credit Card
1130,2024-12-01,C4522,45,SouthAm,Brazil,Food,Tea,8,45.89,Credit Card
1131,2024-06-09,C7992,38,NorthAm,Canada,Furniture,Bookshelf,2,227.71,Credit Card
1132,2024-02-17,C8075,24,NorthAm,USA,Sports,Football,10,766.6,Bank Transfer
1133,2024-12-09,C3002,44,NorthAm,Mexico,Food,Chocolate,5,64.04,Bank Transfer
1134,2024-02-23,C9313,31,Asia,South Korea,Furniture,Chair,6,1283.52,Bank Transfer
1135,2024-02-28,C5564,54,Asia,South Korea,Sports,Bicycle Helmet,10,549.73,Credit Card
1136,2024-11-07,C5381,19,Asia,India,Clothing,Jeans,6,21.71,PayPal
1137,2024-10-16,C7566,22,Asia,Japan,Electronics,Smartwatch,4,877.15,Cash
1138,2024-06-23,C3578,41,NorthAm,Mexico,Clothing,Dress,10,43.79,Credit Card
1139,2024-03-20,C3579,57,Europe,Germany,Clothing,Shoes,7,155.99,Cash
1140,2024-07-31,C5475,31,Africa,South Africa,Clothing,Shoes,2,99.31,Cash
1141,2024-09-26,C6053,20,Asia,South Korea,Sports,Football,1,187.41,PayPal
1142,2024-03-11,C5186,36,NorthAm,USA,Electronics,Headphones,7,516.25,Cash
1143,2024-09-29,C4770,50,Africa,Egypt,Clothing,Jacket,7,261.29,Credit Card
1144,2024-08-11,C1307,47,Europe,Italy,Sports,Yoga Mat,10,341.41,Cash
1145,2024-05-28,C2887,43,Europe,Italy,Furniture,Desk,8,1264.84,Bank Transfer
1146,2024-02-15,C8155,24,Asia,South Korea,Sports,Yoga Mat,9,90.56,Bank Transfer
1147,2024-06-22,C4630,39,Asia,Japan,Sports,Football,9,422.66,Bank Transfer
1148,2024-06-28,C3419,33,Europe,France,Clothing,T-Shirt,3,188.67,Credit Card
1149,2024-03-31,C9095,47,Africa,Egypt,Food,Cheese,10,39.09,Bank Transfer
1150,2024-03-18,C8205,22,SouthAm,Argentina,Clothing,Jeans,10,35.73,Credit Card
1151,2024-06-07,C8565,46,Europe,Germany,Clothing,Jeans,2,200.51,Credit Card
1152,2024-11-10,C9307,42,SouthAm,Chile,Sports,Football,8,729.97,PayPal
1153,2024-06-13,C8792,50,Asia,Japan,Food,Chocolate,6,98.41,Credit Card
1154,2024-09-15,C3827,20,Asia,South Korea,Food,Cheese,9,64.88,Bank Transfer
1155,2024-07-09,C5634,42,SouthAm,Argentina,Sports,Football,6,80.75,Credit Card
1156,2024-10-12,C7333,36,NorthAm,Mexico,Sports,Tennis Racket,6,92.76,PayPal
1157,2024-06-28,C6082,59,SouthAm,Brazil,Sports,Football,5,460.37,Bank Transfer
1158,2024-03-06,C9624,23,SouthAm,Chile,Clothing,Jacket,6,106.48,PayPal
1159,2024-06-23,C8967,30,Asia,China,Furniture,Chair,5,1282.2,Credit Card
1160,2024-09-16,C9843,65,Africa,South Africa,Clothing,Dress,3,187.23,PayPal
1161,2024-03-24,C3962,62,Africa,South Africa,Food,Chocolate,7,42.79,PayPal
1162,2024-08-15,C5668,65,SouthAm,Brazil,Sports,Tennis Racket,5,773.51,Cash
1163,2024-04-09,C7026,61,Africa,Nigeria,Food,Tea,7,55.26,Cash
1164,2024-03-23,C4271,56,Asia,India,Electronics,Headphones,6,1198.17,Credit Card
1165,2024-12-30,C9452,25,NorthAm,USA,Furniture,Sofa,8,1367.43,PayPal
1166,2024-08-11,C2502,32,SouthAm,Argentina,Electronics,Headphones,1,913.62,Bank Transfer
1167,2024-04-30,C7326,23,NorthAm,USA,Electronics,Tablet,2,1710.52,Bank Transfer
1168,2024-03-15,C3254,20,NorthAm,Canada,Furniture,Bookshelf,8,961.49,Credit Card
1169,2024-01-10,C5193,31,Asia,Thailand,Sports,Bicycle Helmet,7,115.61,Bank Transfer
1170,2024-05-01,C5934,25,Europe,France,Food,Cheese,8,15.65,Cash
1171,2024-11-01,C9782,19,Africa,Egypt,Furniture,Table,5,700.93,Bank Transfer
1172,2024-05-03,C7825,29,Europe,Netherlands,Clothing,Jacket,9,172.34,Credit Card
1173,2024-07-18,C8702,20,SouthAm,Argentina,Clothing,Jacket,6,240.79,Bank Transfer
1174,2024-05-03,C2698,55,NorthAm,USA,Electronics,Tablet,9,809.39,PayPal
1175,2024-12-16,C8612,62,SouthAm,Chile,Furniture,Table,2,1102.46,Cash
1176,2024-01-19,C5807,30,Europe,France,Electronics,Tablet,5,1127.69,Cash
1177,2024-05-09,C1599,59,Asia,India,Clothing,Jacket,6,96.5,Bank Transfer
1178,2024-08-11,C7553,65,SouthAm,Argentina,Clothing,T-Shirt,8,213.78,Bank Transfer
1179,2024-09-22,C5369,23,SouthAm,Brazil,Food,Cheese,3,59.09,Bank Transfer
1180,2024-02-22,C2311,38,NorthAm,Canada,Food,Cheese,7,25.0,Cash
1181,2024-06-28,C8325,20,NorthAm,Mexico,Food,Tea,1,16.75,Cash
1182,2024-07-05,C9406,65,Asia,Japan,Furniture,Desk,8,148.72,Credit Card
1183,2024-04-30,C7001,41,SouthAm,Chile,Electronics,Smartwatch,3,1422.31,Bank Transfer
1184,2024-07-09,C8273,22,Africa,South Africa,Sports,Basketball,7,272.08,Bank Transfer
1185,2024-05-07,C2858,19,Asia,South Korea,Sports,Yoga Mat,9,120.68,Bank Transfer
1186,2024-12-26,C8311,31,Africa,Nigeria,Food,Coffee,2,22.22,Credit Card
1187,2024-08-19,C3828,63,SouthAm,Brazil,Clothing,Jeans,2,174.0,Bank Transfer
1188,2024-06-02,C3580,63,Asia,India,Sports,Tennis Racket,2,788.55,PayPal
1189,2024-05-01,C9094,19,NorthAm,Mexico,Sports,Basketball,8,648.82,PayPal
1190,2024-11-09,C2412,22,NorthAm,Canada,Food,Cheese,7,79.22,Credit Card
1191,2024-03-05,C6194,59,Europe,Spain,Food,Cheese,6,21.55,PayPal
1192,2024-03-07,C8088,50,Europe,Germany,Sports,Tennis Racket,5,156.79,Bank Transfer
1193,2024-12-29,C4694,40,Africa,Nigeria,Electronics,Tablet,4,1343.1,Bank Transfer
1194,2024-03-05,C5961,57,Africa,South Africa,Sports,Tennis Racket,10,755.04,PayPal
1195,2024-03-28,C6531,54,Europe,Germany,Electronics,Smartphone,10,676.38,PayPal
1196,2024-10-19,C7825,57,Europe,Spain,Sports,Basketball,5,401.87,Cash
1197,2024-06-01,C8430,22,Europe,France,Food,Pasta,8,51.8,Bank Transfer
1198,2024-11-06,C3353,38,NorthAm,Mexico,Clothing,Shoes,3,232.99,Credit Card
1199,2024-06-12,C4960,47,Europe,Italy,Food,Coffee,3,18.71,Bank Transfer
1200,2024-07-15,C7850,33,Asia,India,Sports,Basketball,4,617.6,Cash
1201,2024-09-20,C8648,49,NorthAm,Canada,Electronics,Smartphone,7,1109.8,PayPal
1202,2024-04-20,C6781,21,Europe,Italy,Food,Cheese,8,35.72,Credit Card
1203,2024-02-25,C8060,26,NorthAm,Mexico,Clothing,Shoes,6,32.67,Credit Card
1204,2024-10-18,C4189,41,Africa,Nigeria,Electronics,Headphones,9,1010.64,Bank Transfer
1205,2024-11-15,C2946,26,Europe,Spain,Clothing,Jeans,9,282.91,PayPal
1206,2024-04-11,C9341,43,Africa,South Africa,Electronics,Smartphone,3,1484.47,Cash
1207,2024-09-22,C8487,27,Africa,Egypt,Furniture,Sofa,10,545.94,Cash
1208,2024-11-11,C5902,55,NorthAm,Mexico,Sports,Bicycle Helmet,8,575.73,Bank Transfer
1209,2024-08-31,C1272,41,NorthAm,Mexico,Electronics,Headphones,10,753.82,Credit Card
1210,2024-11-01,C8775,34,Africa,Egypt,Furniture,Chair,10,772.63,Cash
1211,2024-03-16,C4968,20,Africa,Egypt,Electronics,Laptop,1,993.87,Cash
1212,2024-03-18,C7765,62,Asia,South Korea,Sports,Bicycle Helmet,8,702.07,Credit Card
1213,2024-12-27,C3262,51,Asia,Thailand,Clothing,Shoes,9,125.51,PayPal
1214,2024-08-23,C9734,39,Africa,Nigeria,Clothing,Dress,8,73.83,PayPal
1215,2024-05-22,C5890,32,NorthAm,Canada,Furniture,Bookshelf,6,771.72,Bank Transfer
1216,2024-05-27,C2996,54,Africa,Nigeria,Food,Tea,3,36.14,Bank Transfer
1217,2024-02-10,C6674,46,NorthAm,Mexico,Food,Coffee,4,84.52,Bank Transfer
1218,2024-10-14,C5450,26,Europe,Netherlands,Sports,Tennis Racket,4,69.09,PayPal
1219,2024-11-22,C4814,21,Europe,Spain,Clothing,Shoes,2,210.73,PayPal
1220,2024-01-03,C3587,44,SouthAm,Argentina,Furniture,Sofa,6,499.58,Credit Card
1221,2024-02-15,C4804,52,Europe,France,Food,Coffee,1,99.75,Cash
1222,2024-09-10,C4052,65,NorthAm,USA,Electronics,Tablet,10,1285.01,Bank Transfer
1223,2024-05-25,C8444,59,Africa,Egypt,Food,Coffee,9,52.12,PayPal
1224,2024-02-27,C6417,28,SouthAm,Chile,Clothing,T-Shirt,1,226.25,Bank Transfer
1225,2024-10-17,C4164,29,Africa,Egypt,Food,Pasta,9,39.51,Cash
1226,2024-12-08,C2562,29,Asia,South Korea,Clothing,T-Shirt,1,93.02,PayPal
1227,2024-08-16,C5374,39,NorthAm,Mexico,Sports,Football,5,533.34,PayPal
1228,2024-02-01,C2936,47,NorthAm,USA,Food,Cheese,5,72.13,Bank Transfer
1229,2024-07-07,C4618,32,Asia,South Korea,Furniture,Bookshelf,10,623.07,Cash
1230,2024-10-02,C4578,33,Africa,South Africa,Sports,Yoga Mat,9,571.9,Credit Card
1231,2024-10-15,C2838,21,Africa,Egypt,Furniture,Desk,9,309.79,Bank Transfer
1232,2024-09-23,C8239,25,Asia,Thailand,Food,Chocolate,9,50.09,Credit Card
1233,2024-08-20,C3161,50,SouthAm,Argentina,Sports,Football,9,386.03,Bank Transfer
1234,2024-01-12,C7487,34,Europe,France,Sports,Football,1,356.25,Credit Card
1235,2024-10-04,C1987,22,SouthAm,Brazil,Clothing,Shoes,3,235.31,Cash
1236,2024-07-10,C7266,46,SouthAm,Argentina,Electronics,Smartwatch,3,1376.36,Bank Transfer
1237,2024-03-01,C3924,52,SouthAm,Chile,Furniture,Table,1,1158.65,Bank Transfer
1238,2024-08-25,C9920,45,Africa,Nigeria,Furniture,Table,8,584.62,Bank Transfer
1239,2024-04-06,C2848,20,SouthAm,Chile,Electronics,Laptop,4,321.12,Credit Card
1240,2024-08-16,C1797,33,Europe,Spain,Food,Coffee,9,29.55,Credit Card
1241,2024-03-12,C9255,36,Asia,Thailand,Clothing,Dress,10,236.31,Bank Transfer
1242,2024-05-01,C5944,27,Africa,South Africa,Food,Tea,5,15.49,PayPal
1243,2024-11-16,C7999,53,SouthAm,Brazil,Clothing,Shoes,9,109.25,Cash
1244,2024-07-28,C3444,37,SouthAm,Brazil,Sports,Yoga Mat,4,683.99,Bank Transfer
1245,2024-12-28,C3365,47,Europe,Netherlands,Food,Pasta,9,57.7,Cash
1246,2024-05-04,C5177,31,NorthAm,Mexico,Electronics,Headphones,6,366.44,PayPal
1247,2024-01-27,C5398,42,Africa,Egypt,Electronics,Smartphone,4,1648.37,PayPal
1248,2024-09-02,C4422,39,NorthAm,USA,Furniture,Table,2,1145.63,Cash
1249,2024-05-04,C4350,43,Asia,Thailand,Clothing,Jeans,7,150.55,Bank Transfer
1250,2024-06-06,C5285,41,Africa,Nigeria,Food,Chocolate,8,78.55,Bank Transfer
1251,2024-04-14,C7073,38,SouthAm,Brazil,Sports,Tennis Racket,3,42.49,Cash
1252,2024-05-31,C3497,30,NorthAm,USA,Food,Cheese,4,54.94,Bank Transfer
1253,2024-05-11,C9005,64,SouthAm,Argentina,Furniture,Sofa,3,295.94,Cash
1254,2024-04-04,C9882,59,Europe,Netherlands,Electronics,Smartphone,1,1575.81,Cash
1255,2024-03-11,C4791,22,Asia,Japan,Furniture,Desk,8,622.48,Cash
1256,2024-12-03,C8993,19,Europe,Netherlands,Sports,Yoga Mat,1,42.88,Bank Transfer
1257,2024-10-01,C5697,19,Africa,Egypt,Food,Coffee,2,92.62,PayPal
1258,2024-05-03,C4144,57,Africa,Nigeria,Clothing,Jeans,7,42.13,Cash
1259,2024-08-23,C4984,62,Asia,India,Electronics,Smartphone,2,929.5,Cash
1260,2024-10-09,C8798,21,Europe,France,Electronics,Headphones,7,1360.83,Bank Transfer
1261,2024-10-16,C2562,51,Europe,France,Furniture,Desk,8,479.53,Credit Card
1262,2024-12-16,C5593,52,Africa,Egypt,Electronics,Laptop,6,228.18,PayPal
1263,2024-10-27,C3362,63,SouthAm,Brazil,Clothing,T-Shirt,10,87.33,Cash
1264,2024-12-12,C9856,39,SouthAm,Chile,Furniture,Chair,9,1143.64,Bank Transfer
1265,2024-01-28,C2600,45,Asia,Japan,Clothing,Dress,10,287.36,Cash
1266,2024-06-16,C1485,58,NorthAm,Canada,Food,Coffee,6,59.77,Cash
1267,2024-08-09,C4043,61,Africa,Egypt,Food,Chocolate,10,36.58,PayPal
1268,2024-02-07,C2344,35,Asia,South Korea,Furniture,Bookshelf,6,604.98,Credit Card
1269,2024-01-03,C6050,46,NorthAm,Canada,Electronics,Laptop,2,537.31,Cash
1270,2024-10-12,C9395,44,Europe,Germany,Electronics,Tablet,9,367.52,Bank Transfer
1271,2024-07-16,C1202,36,SouthAm,Argentina,Electronics,Smartwatch,4,1229.53,PayPal
1272,2024-12-16,C7237,28,Asia,India,Clothing,Jeans,8,60.86,PayPal
1273,2024-08-10,C5521,44,NorthAm,Canada,Electronics,Tablet,5,1899.6,Cash
1274,2024-10-31,C4203,47,Europe,France,Clothing,Jacket,7,113.02,Cash
1275,2024-06-17,C8212,39,SouthAm,Chile,Sports,Tennis Racket,5,276.91,PayPal
1276,2024-09-02,C6147,29,SouthAm,Argentina,Clothing,Shoes,10,238.95,Bank Transfer
1277,2024-07-11,C5592,43,NorthAm,USA,Sports,Tennis Racket,10,797.89,PayPal
1278,2024-12-15,C1440,64,SouthAm,Chile,Furniture,Bookshelf,5,1263.79,Credit Card
1279,2024-07-28,C9180,26,NorthAm,USA,Clothing,T-Shirt,7,240.94,Credit Card
1280,2024-08-17,C8851,55,SouthAm,Chile,Sports,Yoga Mat,9,58.31,Bank Transfer
1281,2024-12-25,C9796,56,Europe,Germany,Furniture,Sofa,3,1005.8,Credit Card
1282,2024-10-15,C7547,39,SouthAm,Brazil,Electronics,Smartphone,5,599.6,PayPal
1283,2024-08-16,C7129,43,SouthAm,Chile,Sports,Bicycle Helmet,3,295.62,Credit Card
1284,2024-09-04,C2712,36,SouthAm,Brazil,Electronics,Laptop,6,761.4,Cash
1285,2024-04-15,C9537,48,NorthAm,Canada,Electronics,Headphones,8,774.04,Bank Transfer
1286,2024-01-23,C2885,19,NorthAm,Mexico,Electronics,Laptop,4,1128.79,PayPal
1287,2024-06-18,C7985,47,Asia,South Korea,Furniture,Table,7,653.82,PayPal
1288,2024-08-18,C8037,42,Europe,France,Furniture,Sofa,2,908.29,PayPal
1289,2024-07-06,C6340,30,SouthAm,Brazil,Clothing,Shoes,9,290.46,Bank Transfer
1290,2024-11-01,C7367,57,SouthAm,Chile,Electronics,Tablet,6,1721.93,PayPal
1291,2024-12-10,C5873,57,Africa,South Africa,Furniture,Sofa,2,434.0,Credit Card
1292,2024-04-03,C7116,62,Asia,Thailand,Food,Pasta,10,22.41,Cash
1293,2024-08-04,C4043,49,Africa,Egypt,Furniture,Desk,3,785.5,PayPal
1294,2024-04-05,C6154,46,Africa,South Africa,Clothing,Jacket,8,58.23,Cash
1295,2024-10-14,C9281,59,SouthAm,Argentina,Food,Pasta,8,53.98,Credit Card
